"","state","Av_daily_temp"
"1","QLD",7.36494378282417
"2","NSW",8.82605816788226
"3","SA",10.1409193113195
"4","VIC",11.0056195114752
"5","WA",12.0251094172609
"6","NT",14.2116415635646
"7","ACT",14.490231092437
