"","Month","Av_daily_temp"
"1",6,8.73965773493567
"2",7,9.07887979912522
"3",5,9.22776833464616
"4",4,9.58829936603838
"5",3,9.63510085512049
"6",8,9.74155333574036
"7",2,9.91685373475945
"8",9,10.042065167888
"9",1,10.1828236719855
"10",12,10.2390892383092
"11",10,10.3071300302016
"12",11,10.3291657884753
